id,value
id_0,25.8050677889539
id_1,63.90422835939651
id_2,19.49492114579347
id_3,28.6484758226049
id_4,9.378172158657586
id_5,29.65285059490566
id_6,41.82949866123081
id_7,16.828614918287464
id_8,51.03610767448337
id_9,32.26808891438849
id_10,37.88018114633087
id_11,58.73713129682423
id_12,36.177366691026066
id_13,37.76560068692235
id_14,28.98360930342263
id_15,12.736156514457845
id_16,51.81496983884564
id_17,22.683485500013976
id_18,15.39434890807263
id_19,17.37862780806138
id_20,16.187199248496363
id_21,29.75421096783878
id_22,39.609505282352025
id_23,10.473845252082642
id_24,61.90108128143242
id_25,45.715147450559506
id_26,26.77640194101034
id_27,7.416923449166486
id_28,29.487150052124093
id_29,35.90708732385321
id_30,17.49543573673856
id_31,11.824337225750035
id_32,17.099205544734485
id_33,8.149033219821213
id_34,15.86033681872426
id_35,43.59535655024327
id_36,23.56378167848506
id_37,28.504795706252175
id_38,6.692980244650897
id_39,57.84768687522854
id_40,45.880345288301264
id_41,21.89640304297924
id_42,53.662641327224
id_43,19.092410753773212
id_44,43.708771175618836
id_45,49.58736779091756
id_46,58.79945551763355
id_47,41.030143309503266
id_48,54.96604533049366
id_49,38.64929755940938
id_50,31.351151751757833
id_51,22.99264663383877
id_52,42.431794042620105
id_53,25.543019712600724
id_54,37.004264796766485
id_55,38.50531032600103
id_56,25.123395756667016
id_57,21.48894449960861
id_58,35.68921901783393
id_59,33.50481051190071
id_60,11.082186707735476
id_61,24.325170389865793
id_62,31.50402916991724
id_63,51.629138650611964
id_64,50.12029961086781
id_65,26.615108391090825
id_66,37.58738088788308
id_67,52.34627208852357
id_68,29.654065479017618
id_69,39.48751859944618
id_70,64.28255749113744
id_71,54.89342701153161
id_72,41.52900049414997
id_73,14.867045979140064
id_74,13.562491481925274
id_75,34.73285141111421
id_76,62.490018855934636
id_77,2.371753972288203
id_78,41.86613026080624
id_79,41.836404485645126
id_80,8.367820892747153
id_81,20.702688401492644
id_82,5.911572965833068
id_83,32.20901155150714
id_84,7.949716566438898
id_85,4.580129788322161
id_86,17.51891080526642
id_87,10.935961207999762
id_88,19.35708919460132
id_89,21.32554515048571
id_90,34.83404532253107
id_91,11.157341211320768
id_92,11.355217905351367
id_93,11.08067525807994
id_94,36.98380138422258
id_95,15.046501606195957
id_96,17.143283240846184
id_97,8.869736029958755
id_98,10.643346392206574
id_99,4.522960382469917
id_100,10.090705380630203
id_101,18.846406897871578
id_102,10.92390130550407
id_103,9.074237466606572
id_104,13.237949842309186
id_105,36.15074777312126
id_106,23.013169505121063
id_107,8.679183884250355
id_108,18.095262744952763
id_109,16.301466455612275
id_110,11.214849634245024
id_111,14.801703370461391
id_112,16.785093745097473
id_113,24.133695629173786
id_114,19.9879649790183
id_115,15.500815978211897
id_116,9.431239725776328
id_117,43.791988072588346
id_118,25.612082152885193
id_119,1.105526026904978
id_120,-0.38642203478542647
id_121,10.481569697460582
id_122,12.207782815428756
id_123,11.382595606847788
id_124,6.438021584028246
id_125,25.254387497169333
id_126,23.49854953446775
id_127,9.038132973885839
id_128,18.827828636317506
id_129,12.140958473560515
id_130,-0.5866815954670508
id_131,31.702369039660084
id_132,15.35936385712094
id_133,22.277620432302303
id_134,26.645137938845938
id_135,25.07397862628312
id_136,10.281566060508077
id_137,22.740822626008445
id_138,77.54066933005068
id_139,63.16893544283255
id_140,28.65219863464571
id_141,18.66458655290025
id_142,24.53559078296584
id_143,7.43601488946028
id_144,15.478800607626475
id_145,9.734680103198665
id_146,19.85912372425801
id_147,7.640517249528662
id_148,12.60548879719915
id_149,15.944391538392075
id_150,44.7667803543418
id_151,18.974872177868587
id_152,21.503896549874817
id_153,13.794727164378966
id_154,14.59603593822185
id_155,24.422888764103664
id_156,24.0102868824703
id_157,36.823153493801364
id_158,4.019865481397512
id_159,22.651664604814552
id_160,40.46155044342101
id_161,19.242152736844513
id_162,59.493128254813335
id_163,16.466436976715773
id_164,34.02847142902518
id_165,25.609608649257
id_166,21.937769554168263
id_167,0.4566647258919623
id_168,68.03245205253995
id_169,15.239590701865268
id_170,16.018413733018026
id_171,70.82079348089381
id_172,19.63123937405607
id_173,2.621578810890753
id_174,24.147169179448476
id_175,-0.6647277250875888
id_176,9.135269074963094
id_177,17.493571658011856
id_178,22.134240538772133
id_179,24.143126323707246
id_180,42.61156546687048
id_181,34.369904828101376
id_182,30.52544318508487
id_183,14.717493247467191
id_184,6.97195827950352
id_185,42.34041207434766
id_186,35.98247273611408
id_187,33.53818859019167
id_188,15.451511959469997
id_189,24.628368913068854
id_190,14.72929439821207
id_191,14.914806012783865
id_192,29.73293524533619
id_193,72.8944405177077
id_194,32.46928412753065
id_195,10.946510564551216
id_196,62.0475419101419
id_197,17.92426119930544
id_198,20.19821771168863
id_199,20.656558558016844
id_200,122.21684494285702
id_201,22.745608041831563
id_202,58.29020015497888
id_203,4.599422205415358
id_204,58.79843844287943
id_205,33.93106123788034
id_206,15.267720048987858
id_207,15.409429929487366
id_208,60.33941669952002
id_209,14.45065110172265
id_210,39.63241380520587
id_211,67.29452904616109
id_212,19.399910728845676
id_213,114.29884166899441
id_214,40.255934855913935
id_215,75.7372066336275
id_216,89.17290889470657
id_217,70.63849328040028
id_218,30.833267867618268
id_219,22.31217286027161
id_220,30.021317084107377
id_221,56.546996112589284
id_222,26.077379566429787
id_223,38.439988985384645
id_224,43.2298713851147
id_225,9.836970161917137
id_226,6.446904574365845
id_227,81.39734256898852
id_228,29.193715341584824
id_229,1.4946317963968032
id_230,39.76266569910921
id_231,14.90051401888236
id_232,22.88320806550912
id_233,7.0449414225133715
id_234,16.24328811491697
id_235,24.970602949505203
id_236,14.632430988656383
id_237,2.95009617362581
id_238,23.99259361152117
id_239,14.55193307251237
