id,value
id_0,25.23267718211809
id_1,67.87808216328031
id_2,31.62400633945841
id_3,30.751285667558165
id_4,12.506801491685732
id_5,24.077306299877858
id_6,42.65545765424266
id_7,21.57072522740154
id_8,58.76051608380451
id_9,30.160341480674354
id_10,37.84594795063028
id_11,60.066892316947445
id_12,39.49530155367365
id_13,33.12808374343783
id_14,34.173073323217345
id_15,17.048603116718887
id_16,54.912442309282426
id_17,27.521810762184042
id_18,17.8525612458093
id_19,18.270169984010643
id_20,19.360788433761883
id_21,33.9893816788691
id_22,35.87202808834201
id_23,15.818703664670014
id_24,60.529798015597144
id_25,42.19484558239795
id_26,22.906810601626884
id_27,13.456086307244814
id_28,33.04553789046473
id_29,33.235828166276924
id_30,15.035143596494727
id_31,15.22581611739571
id_32,17.416183586671146
id_33,12.014585890224788
id_34,20.003819837276406
id_35,45.63484211706243
id_36,26.73154094897947
id_37,30.020572787035576
id_38,18.417077896606873
id_39,54.56240667016024
id_40,40.51081499455403
id_41,29.677461081986724
id_42,50.751882088144235
id_43,22.264783336645934
id_44,35.48685840847206
id_45,52.5914813474519
id_46,56.6051151825616
id_47,43.02458802225103
id_48,48.908920922008335
id_49,30.18896399847478
id_50,32.290709994488616
id_51,21.186516805088203
id_52,43.76873170475746
id_53,23.79041510693715
id_54,35.73954961609771
id_55,40.38964150402602
id_56,25.910170773587435
id_57,22.938219802511554
id_58,39.683915163114
id_59,39.4025820390826
id_60,6.449754890737175
id_61,31.602541591867897
id_62,30.322170669318265
id_63,42.752025607959666
id_64,46.69648886736546
id_65,23.81226742792898
id_66,33.51543874683453
id_67,48.40592141405246
id_68,25.45834008050184
id_69,37.52952597435491
id_70,54.83665772792022
id_71,53.323565337238875
id_72,33.29000010401856
id_73,13.82770370556269
id_74,13.975286818088351
id_75,30.72926294088352
id_76,54.98385612305665
id_77,4.868264040666699
id_78,39.42980778834849
id_79,37.183386201068934
id_80,13.178541276502036
id_81,15.245632137228139
id_82,5.477064900625248
id_83,37.403625318291425
id_84,4.963681374961684
id_85,8.47601170611229
id_86,17.15808711848424
id_87,12.398112172215656
id_88,22.919675162998363
id_89,17.230657866709706
id_90,32.74233877251415
id_91,13.903604289027813
id_92,16.30600211262282
id_93,15.980491911342096
id_94,34.80584506149002
id_95,15.699942825278363
id_96,14.518086329642987
id_97,8.335655779632482
id_98,12.862792174004083
id_99,9.57937487359829
id_100,8.93027239325373
id_101,23.502345505670803
id_102,9.80959759576564
id_103,11.97429623253905
id_104,15.885228945913013
id_105,29.809820064179767
id_106,21.470050340653223
id_107,10.504379140887348
id_108,24.193105269164345
id_109,19.67022574487333
id_110,12.12478595273625
id_111,14.577830260092032
id_112,19.53203987209112
id_113,19.305487711850635
id_114,20.278443245998037
id_115,19.570904928919358
id_116,10.731785667563004
id_117,40.54014705233201
id_118,23.539975862039757
id_119,4.913327546492116
id_120,-4.218500696860952
id_121,9.151553497959938
id_122,9.996370833182256
id_123,9.637501033791583
id_124,6.97296769742929
id_125,22.74479662177037
id_126,22.961648606178777
id_127,8.447864198779167
id_128,16.374383113445543
id_129,6.038580388924663
id_130,-0.6144014565699532
id_131,26.342758294513153
id_132,17.194739982028555
id_133,31.136602823698105
id_134,26.89889865037219
id_135,23.530089176055732
id_136,14.701206937892229
id_137,23.690971580640106
id_138,64.46629512155083
id_139,61.49972514959421
id_140,29.801636775379226
id_141,15.32416770260198
id_142,20.520550262479965
id_143,6.292285308812171
id_144,19.35687095355036
id_145,10.496137302870924
id_146,14.397367361120043
id_147,8.715006653309198
id_148,15.014048856692199
id_149,15.46275563733348
id_150,30.491976444432986
id_151,14.203189623198261
id_152,19.27051968837089
id_153,10.563402513944427
id_154,21.087643451275046
id_155,22.907489644679817
id_156,20.862921404600925
id_157,31.5126908576163
id_158,8.321760927008214
id_159,19.49379002430965
id_160,37.93170317512759
id_161,16.742011749766668
id_162,50.82925987386796
id_163,12.840041498166974
id_164,24.85413578833238
id_165,22.579145070651037
id_166,17.033906097064932
id_167,-2.791487875797395
id_168,58.4569660456058
id_169,16.2287009265083
id_170,11.990939971360763
id_171,59.376108045992666
id_172,12.517468741510697
id_173,3.4780745076278894
id_174,28.730574079673392
id_175,-3.5831449294821964
id_176,5.196635196313487
id_177,21.58997051001038
id_178,18.773438638760307
id_179,18.604170893723424
id_180,35.946245337625406
id_181,33.72437523790647
id_182,31.750505518832334
id_183,17.772897820160207
id_184,3.9291277023649673
id_185,38.19404011080162
id_186,28.949519428478297
id_187,27.537989139759432
id_188,15.235604443761332
id_189,22.115468908407568
id_190,15.619624999793562
id_191,13.956932274479371
id_192,24.36291559723079
id_193,68.76675955705659
id_194,35.14998564530743
id_195,10.420182965767822
id_196,59.6814700518202
id_197,18.93958881046298
id_198,18.322614044532177
id_199,16.565576429354813
id_200,99.24011500755333
id_201,21.037239543802862
id_202,57.38097807342732
id_203,10.940073819189964
id_204,59.418910597567844
id_205,23.87020755893719
id_206,10.56712592286813
id_207,18.00756646392591
id_208,54.111176388134574
id_209,23.135036945093574
id_210,39.15132102519942
id_211,63.84084790937736
id_212,20.37248427783595
id_213,116.8791077451853
id_214,33.24546153761085
id_215,76.39424892863912
id_216,72.91400257436452
id_217,63.283876665699296
id_218,38.0648719627051
id_219,28.953367785740653
id_220,31.289769338241015
id_221,66.78388754105428
id_222,26.213420436018357
id_223,38.90830424111938
id_224,45.78553247610266
id_225,11.055364698745139
id_226,9.120929667081326
id_227,76.05065107762353
id_228,30.341398996347277
id_229,5.348428412850917
id_230,42.87265084497416
id_231,15.435729233201847
id_232,23.97622729066809
id_233,6.319446101002963
id_234,20.816878899016707
id_235,24.025778797118832
id_236,16.790223079530914
id_237,11.263049652765247
id_238,27.981277889118473
id_239,20.021459259405876
