id,value
id_0,25.701609381052098
id_1,64.45578294584611
id_2,19.409267819509658
id_3,28.542658232695423
id_4,9.276552136251507
id_5,30.17388733264296
id_6,41.59807552798871
id_7,16.36726425167236
id_8,50.77210930198511
id_9,32.671782653493416
id_10,37.780983676408866
id_11,58.401774221280874
id_12,35.795864796761094
id_13,38.04870050865317
id_14,29.00653564496541
id_15,11.946078190461037
id_16,51.36271019736475
id_17,22.688792821232987
id_18,15.503314653387346
id_19,17.451179942658246
id_20,15.483918441750783
id_21,29.492985445194044
id_22,39.973183235599855
id_23,9.980043068704065
id_24,61.405024257890254
id_25,45.86543936259619
id_26,26.517947347681414
id_27,7.511546369450821
id_28,29.369467819570012
id_29,35.552404757324844
id_30,17.638480219142735
id_31,11.522482586388577
id_32,16.58633837663995
id_33,7.574854711184285
id_34,16.047884339546332
id_35,43.57830136250523
id_36,23.034951948870983
id_37,27.816869574710175
id_38,10.442429616960162
id_39,56.95933076043952
id_40,46.00941348408362
id_41,20.547860490176003
id_42,53.49940972177042
id_43,18.533321934811923
id_44,43.70825184840839
id_45,50.06411517436976
id_46,58.192634750461764
id_47,40.89292923580548
id_48,54.6197947706755
id_49,38.912261371578566
id_50,30.882657249249824
id_51,22.83759398036982
id_52,42.04785200272026
id_53,25.189134540926087
id_54,36.514697093440844
id_55,38.57860271897987
id_56,24.495498960370547
id_57,20.965415289365232
id_58,35.936191834265216
id_59,33.043131902115846
id_60,11.763787227655326
id_61,24.077300092807963
id_62,31.35841002572871
id_63,51.68802272338416
id_64,49.949517072168916
id_65,26.203479375980766
id_66,37.794592455160696
id_67,52.05888970685632
id_68,29.310580981959546
id_69,38.923919039236374
id_70,64.85063819070088
id_71,55.59298210697588
id_72,42.445489367131536
id_73,14.51099241114258
id_74,13.680653742107111
id_75,35.28429999802041
id_76,62.947307998172406
id_77,2.1940966201252623
id_78,42.271321633886636
id_79,41.69690179051193
id_80,8.799093345658363
id_81,21.07303621205296
id_82,5.947844574403125
id_83,32.064266627727996
id_84,7.958639773719049
id_85,4.968281567069341
id_86,17.079252344134098
id_87,11.755076457222744
id_88,18.138287839525063
id_89,21.896999440425137
id_90,35.42576008868685
id_91,12.459781715021016
id_92,11.503492148800412
id_93,10.643903411354275
id_94,36.876299271479354
id_95,15.17592654811038
id_96,17.305528662888005
id_97,9.161920005130021
id_98,10.491332065442286
id_99,4.837056255888245
id_100,10.27037984096704
id_101,18.774499502493892
id_102,11.346243834152883
id_103,9.175849015987602
id_104,13.007524493168662
id_105,36.58157094768224
id_106,22.814449649104965
id_107,8.387044989635267
id_108,17.48413714184764
id_109,16.124178257185797
id_110,11.092185845881048
id_111,14.65228326020149
id_112,16.42455370672171
id_113,24.636390253564926
id_114,20.108339286766206
id_115,15.466072887830295
id_116,9.127117374660257
id_117,43.56261108053974
id_118,25.604852873933154
id_119,0.9789011098033344
id_120,0.26145041585200357
id_121,10.395519570090716
id_122,12.483012168680354
id_123,11.89550850508835
id_124,7.22479413646921
id_125,25.08180398623718
id_126,23.667384485727464
id_127,9.173241959656677
id_128,19.445626338447717
id_129,13.115450275913949
id_130,-0.3933292302798146
id_131,31.933376645692064
id_132,15.515740692012548
id_133,22.028549059942634
id_134,26.971090655026117
id_135,25.355945415695533
id_136,9.907962153083433
id_137,22.837562771448553
id_138,78.24199762354851
id_139,62.937104631463214
id_140,27.78122331981583
id_141,18.913080221202648
id_142,24.517734667574842
id_143,7.225950005957608
id_144,14.404426673005988
id_145,9.481693507479154
id_146,19.725022598050167
id_147,7.391555958083813
id_148,12.310805597114578
id_149,16.327285082731386
id_150,45.455724137874085
id_151,19.2416197404049
id_152,21.825642725913404
id_153,13.956352705634115
id_154,14.176250531376875
id_155,23.61187961369313
id_156,24.220033461045002
id_157,37.15260549964512
id_158,3.424331305014034
id_159,22.635572599758547
id_160,41.34490692288515
id_161,19.198005176919352
id_162,60.523046244837744
id_163,16.53254554187998
id_164,34.025157266740386
id_165,25.122104725864908
id_166,22.035042498983724
id_167,0.5646142709521769
id_168,68.68010542971426
id_169,16.118494180257787
id_170,15.996995012832746
id_171,70.61403277728094
id_172,20.557650237219384
id_173,2.581262421900273
id_174,24.130894441435032
id_175,-0.1250932741267874
id_176,9.008844578141817
id_177,18.11668630438526
id_178,22.541967686492132
id_179,24.22482731659302
id_180,42.427021161208614
id_181,34.29936916526011
id_182,30.802403236684484
id_183,14.684274692219748
id_184,7.304406821934796
id_185,42.14190293253673
id_186,35.80681235663895
id_187,33.81348505676813
id_188,15.189829317935049
id_189,24.53369294983887
id_190,14.375710104809496
id_191,15.004697084094413
id_192,29.743593889488217
id_193,73.76994261523032
id_194,31.914231297989414
id_195,10.803644592296234
id_196,62.11253711945842
id_197,17.875698785218212
id_198,19.964154902924996
id_199,20.868658215642288
id_200,122.73953547906453
id_201,22.7990596597495
id_202,58.38572936250808
id_203,4.326533238466783
id_204,58.88822233030497
id_205,33.98536696424716
id_206,14.602386701464035
id_207,15.234681272878218
id_208,60.60130787284878
id_209,14.002754013934366
id_210,38.51967959921522
id_211,68.13398850298756
id_212,19.16187482257033
id_213,113.96641275535504
id_214,40.59514269895998
id_215,75.99475667711287
id_216,90.30849125413918
id_217,70.98486648051548
id_218,30.59514100234035
id_219,21.921466399223632
id_220,30.17671495235549
id_221,56.35328940201717
id_222,25.83839300577103
id_223,38.673426745184386
id_224,42.96056863657421
id_225,9.65124896386771
id_226,5.944687446109549
id_227,81.61203055530349
id_228,29.215365800419374
id_229,1.9119646186809047
id_230,39.86577799505052
id_231,14.807132377604312
id_232,22.355231141999464
id_233,6.995692944871754
id_234,16.068693205721917
id_235,25.134623812106376
id_236,14.40309424699836
id_237,3.527222148309349
id_238,23.17894349948068
id_239,13.159293030229593
